gene	chrom	start	end
Smp_055220	SM_V7_4	39005838	39051041
Smp_055240	SM_V7_4	39251026	39297384
Smp_055260	SM_V7_1	30145361	30163642
Smp_055310	SM_V7_3	47888345	47904147
Smp_055340	SM_V7_3	47844388	47858110
Smp_055390	SM_V7_1	7407156	7417685
Smp_055400	SM_V7_1	7420379	7434490
Smp_055420	SM_V7_1	7449199	7455763
Smp_055440	SM_V7_1	7541549	7579331
Smp_055450	SM_V7_1	7585051	7589135
Smp_055600	SM_V7_3	2464071	2466200
Smp_055630	SM_V7_4	42817984	42820801
Smp_055670	SM_V7_4	42910222	42917961
Smp_055720	SM_V7_4	43204765	43244218
Smp_055740	SM_V7_4	43254072	43272271
Smp_055760	SM_V7_4	43322481	43331771
Smp_055770	SM_V7_4	43344645	43355027
Smp_055780	SM_V7_4	43372506	43441030
Smp_055800	SM_V7_ZW	66325858	66334073
Smp_055870	SM_V7_ZW	66038828	66116286
Smp_055880	SM_V7_ZW	66010179	66026454
Smp_055890	SM_V7_ZW	66004208	66005492
Smp_055900	SM_V7_ZW	65984819	65992964
Smp_055920	SM_V7_1	77884026	77888981
Smp_055960	SM_V7_1	77995105	77997609
Smp_055990	SM_V7_1	78106938	78118022
Smp_056060	SM_V7_1	78431322	78456244
Smp_056080	SM_V7_1	78508175	78530405
Smp_056200	SM_V7_1	8197955	8215460
Smp_056240	SM_V7_1	8401177	8430742
Smp_056260	SM_V7_1	8539450	8553712
Smp_056280	SM_V7_1	8662877	8672582
Smp_056350	SM_V7_ZW	4746755	4757305
Smp_056360	SM_V7_ZW	4733135	4736881
Smp_056370	SM_V7_ZW	4676425	4690514
Smp_056390	SM_V7_ZW	4514065	4552616
Smp_056420	SM_V7_ZW	4325319	4325552
Smp_056440	SM_V7_ZW	4296362	4300423
Smp_056460	SM_V7_5	5442445	5449021
Smp_056500	SM_V7_5	5665805	5674340
Smp_056620	SM_V7_4	39516588	39538030
Smp_056640	SM_V7_4	39479599	39494784
Smp_056760	SM_V7_5	6586815	6594196
Smp_056770	SM_V7_5	6618534	6627333
Smp_056780	SM_V7_5	6631545	6642809
Smp_056810	SM_V7_5	6687355	6692541
Smp_056850	SM_V7_5	6853361	6856952
Smp_056860	SM_V7_5	6863602	6875136
Smp_056900	SM_V7_5	6953692	6965593
Smp_056930	SM_V7_1	43064374	43100997
Smp_056970	SM_V7_1	43163909	43165175
Smp_056990	SM_V7_1	43233391	43248741
Smp_057020	SM_V7_1	43294685	43308662
Smp_057060	SM_V7_1	43348912	43357877
Smp_057090	SM_V7_1	43420951	43432845
Smp_057120	SM_V7_1	43499529	43517309
Smp_057130	SM_V7_3	41008510	41030699
Smp_057210	SM_V7_1	43766770	43769178
Smp_057230	SM_V7_1	43793835	43808658
Smp_057320	SM_V7_7	8771653	8802271
Smp_057360	SM_V7_7	8879396	8927910
Smp_057430	SM_V7_7	9187976	9219280
Smp_057530	SM_V7_7	9755114	9829438
Smp_057590	SM_V7_ZW	11127046	11127963
Smp_057620	SM_V7_ZW	11245886	11260090
Smp_057630	SM_V7_ZW	11032783	11040192
Smp_057650	SM_V7_ZW	10946946	10954075
Smp_057860	SM_V7_ZW	9892170	9908534
Smp_058050	SM_V7_5	11976347	12001672
Smp_058080	SM_V7_5	12115096	12142882
Smp_058130	SM_V7_5	12388891	12402786
Smp_058140	SM_V7_5	12414560	12430585
Smp_058150	SM_V7_5	12430036	12437456
Smp_058170	SM_V7_ZW	45526073	45537656
Smp_058190	SM_V7_ZW	45576863	45591517
Smp_058240	SM_V7_ZW	45655733	45669015
Smp_058270	SM_V7_ZW	45736570	45763604
Smp_058320	SM_V7_ZW	45847531	45850399
Smp_058350	SM_V7_ZW	45893657	45917968
Smp_058360	SM_V7_ZW	45985535	46004703
Smp_058380	SM_V7_ZW	46050754	46096730
Smp_058400	SM_V7_ZW	46105997	46122732
Smp_058410	SM_V7_ZW	46144357	46158141
Smp_058450	SM_V7_ZW	46222154	46309179
Smp_058460	SM_V7_ZW	46311598	46324253
Smp_058470	SM_V7_ZW	46338110	46356614
Smp_058530	SM_V7_ZW	46517330	46519736
Smp_058620	SM_V7_ZW	46734750	46736690
Smp_058650	SM_V7_ZW	46827643	46834196
Smp_058690	SM_V7_ZW	46891790	46893908
Smp_058700	SM_V7_ZW	46928480	46935710
Smp_058730	SM_V7_ZW	25093162	25110523
Smp_058780	SM_V7_ZW	24980893	24984832
Smp_058790	SM_V7_ZW	24970586	24979218
Smp_058850	SM_V7_4	29257652	29264520
Smp_058880	SM_V7_4	29192704	29199437
Smp_058970	SM_V7_4	29039494	29040098
Smp_058980	SM_V7_4	28981112	29028540
Smp_058990	SM_V7_4	28977084	28980456
Smp_059090	SM_V7_4	29279140	29286413
Smp_059100	SM_V7_4	29311101	29320566
Smp_059130	SM_V7_4	29446970	29495583
Smp_059140	SM_V7_4	29611860	29612328
Smp_059150	SM_V7_4	29714623	29742452
Smp_059170	SM_V7_4	29761622	29817262
Smp_059200	SM_V7_4	29905676	29928128
Smp_059210	SM_V7_4	29928137	29937772
Smp_059240	SM_V7_ZW	36403983	36408035
Smp_059290	SM_V7_ZW	27206769	27220021
Smp_059340	SM_V7_ZW	36240045	36247270
Smp_059350	SM_V7_ZW	36230854	36235528
Smp_059360	SM_V7_ZW	36205117	36215900
Smp_059530	SM_V7_1	85801206	85807010
Smp_059540	SM_V7_6	20358262	20372039
Smp_059570	SM_V7_6	20453249	20501079
Smp_059600	SM_V7_6	16839179	16889731
Smp_059670	SM_V7_6	16729809	16739614
Smp_059710	SM_V7_6	16767459	16789943
Smp_059750	SM_V7_2	26614723	26620442
Smp_059780	SM_V7_1	67526389	67545546
Smp_059790	SM_V7_1	67505330	67517256
Smp_059810	SM_V7_1	67389064	67399794
Smp_059820	SM_V7_1	67362639	67380504
Smp_059870	SM_V7_ZW	35039640	35040610
Smp_059880	SM_V7_ZW	35027166	35039578
Smp_059910	SM_V7_ZW	34931287	34941252
Smp_059920	SM_V7_ZW	34914230	34927000
Smp_059930	SM_V7_ZW	34882547	34888212
Smp_059980	SM_V7_1	34298916	34319302
Smp_060010	SM_V7_1	34359756	34384850
Smp_060030	SM_V7_1	34417540	34443512
Smp_060070	SM_V7_1	34531026	34553390
Smp_060080	SM_V7_1	34561726	34572577
Smp_060090	SM_V7_1	34608526	34609094
Smp_060160	SM_V7_ZW	61753637	61755506
Smp_060170	SM_V7_ZW	61769480	61776934
Smp_060180	SM_V7_ZW	61788990	61809202
Smp_060190	SM_V7_ZW	62060696	62065306
Smp_060210	SM_V7_ZW	62108306	62112278
Smp_060220	SM_V7_ZW	62117965	62124922
Smp_060240	SM_V7_ZW	62154328	62164732
Smp_060270	SM_V7_ZW	61959524	61964026
Smp_060290	SM_V7_ZW	61877895	61883756
Smp_060420	SM_V7_5	9434314	9492459
Smp_060480	SM_V7_1	54465720	54499264
Smp_060490	SM_V7_1	54443725	54452246
Smp_060560	SM_V7_1	54289334	54293224
Smp_060570	SM_V7_1	54251284	54259080
Smp_060620	SM_V7_1	54185374	54186046
Smp_060660	SM_V7_1	68324210	68334849
Smp_060700	SM_V7_1	68373427	68394486
Smp_060750	SM_V7_1	68589030	68604700
Smp_060760	SM_V7_1	68635267	68637336
Smp_060820	SM_V7_2	34090283	34105788
Smp_060860	SM_V7_2	33980999	33987428
Smp_060900	SM_V7_2	33788369	33794884
Smp_060910	SM_V7_2	33777789	33778159
Smp_060940	SM_V7_2	33679751	33704355
Smp_060950	SM_V7_2	33655174	33669887
Smp_061040	SM_V7_ZW	3956602	3958483
Smp_061050	SM_V7_ZW	3966137	3977621
Smp_061100	SM_V7_1	5454605	5484409
Smp_061200	SM_V7_ZW	77964561	77965140
Smp_061210	SM_V7_ZW	77944374	77956935
Smp_061230	SM_V7_ZW	77926863	77938976
Smp_061250	SM_V7_ZW	77846378	77863377
Smp_061300	SM_V7_ZW	77621501	77641939
Smp_061310	SM_V7_ZW	77600591	77616915
Smp_061390	SM_V7_2	23821180	23822382
Smp_061400	SM_V7_2	23807356	23810102
Smp_061480	SM_V7_5	19996794	20009900
Smp_061500	SM_V7_5	20047929	20048558
Smp_061510	SM_V7_5	20012076	20080720
Smp_061540	SM_V7_5	20147765	20175689
Smp_061560	SM_V7_5	20283389	20283962
Smp_061570	SM_V7_5	20298657	20309808
Smp_061580	SM_V7_1	83174244	83180809
Smp_061590	SM_V7_1	83163003	83174237
Smp_061650	SM_V7_1	82965221	82977302
Smp_061680	SM_V7_1	82833756	82858660
Smp_061840	SM_V7_ZW	42466646	42485741
Smp_061870	SM_V7_ZW	42591111	42602351
Smp_061920	SM_V7_ZW	42773524	42784151
Smp_061940	SM_V7_ZW	42797044	42815830
Smp_061950	SM_V7_ZW	42825854	42840260
Smp_061970	SM_V7_ZW	42843542	42882441
Smp_062020	SM_V7_6	1235076	1235779
Smp_062070	SM_V7_6	1096884	1131919
Smp_062080	SM_V7_6	1074579	1081159
Smp_062120	SM_V7_6	974513	981511
Smp_062240	SM_V7_2	40514719	40515367
Smp_062250	SM_V7_2	40524192	40530017
Smp_062260	SM_V7_2	40555741	40565992
Smp_062270	SM_V7_2	40566729	40572017
Smp_062300	SM_V7_7	2542453	2547094
Smp_062420	SM_V7_4	34213057	34218442
Smp_062490	SM_V7_4	34053794	34057548
Smp_062510	SM_V7_4	34001954	34018728
Smp_062520	SM_V7_4	33974788	33992930
Smp_062530	SM_V7_4	33957894	33969440
Smp_062550	SM_V7_4	33943564	33950809
Smp_062560	SM_V7_4	33894819	33918938
Smp_062620	SM_V7_5	9872007	9874885
Smp_062630	SM_V7_4	33760870	33779400
Smp_062640	SM_V7_4	33753213	33760618
Smp_062680	SM_V7_ZW	72007902	72055578
Smp_062790	SM_V7_4	11936607	11946832
Smp_062830	SM_V7_4	11836830	11839967
Smp_062890	SM_V7_4	11756031	11756721
Smp_062900	SM_V7_4	11763899	11800997
Smp_062950	SM_V7_ZW	7605501	7636031
Smp_062970	SM_V7_4	2277934	2321412
Smp_062980	SM_V7_4	2396482	2408000
Smp_063000	SM_V7_4	2443947	2500058
Smp_063030	SM_V7_4	2588093	2603698
Smp_063040	SM_V7_4	2608263	2628450
Smp_063070	SM_V7_6	18219906	18273338
Smp_063090	SM_V7_6	18066917	18097452
Smp_063110	SM_V7_6	17965886	17981858
Smp_063120	SM_V7_6	17949478	17958202
Smp_063180	SM_V7_6	17811578	17831342
Smp_063190	SM_V7_6	17777896	17808102
Smp_063230	SM_V7_3	29049770	29061688
Smp_063250	SM_V7_3	29175552	29178908
Smp_063260	SM_V7_3	29182833	29200898
Smp_063300	SM_V7_3	29325366	29329681
Smp_063330	SM_V7_3	29382225	29383153
Smp_063350	SM_V7_3	29417564	29418131
Smp_063380	SM_V7_3	29472063	29474878
Smp_063390	SM_V7_3	29477205	29488115
Smp_063420	SM_V7_3	29556366	29561350
Smp_063500	SM_V7_3	29878296	29889744
Smp_063520	SM_V7_2	25808010	25812490
Smp_063530	SM_V7_2	25815362	25835493
Smp_063540	SM_V7_2	25837143	25849828
Smp_063580	SM_V7_2	25939132	25942084
Smp_063630	SM_V7_2	26023613	26035398
Smp_063640	SM_V7_2	26039667	26049098
Smp_063650	SM_V7_2	26057532	26066267
Smp_063670	SM_V7_2	26107402	26126537
Smp_063680	SM_V7_2	26151870	26195508
Smp_063830	SM_V7_2	26468640	26478861
Smp_064010	SM_V7_4	23016410	23038715
Smp_064020	SM_V7_4	23123317	23145905
Smp_064030	SM_V7_4	23095517	23098695
Smp_064040	SM_V7_4	23078449	23095513
Smp_064050	SM_V7_4	23056698	23070755
Smp_064150	SM_V7_2	19954296	19965500
Smp_064240	SM_V7_6	12988610	13001525
Smp_064250	SM_V7_6	13012334	13021585
Smp_064280	SM_V7_6	13186093	13205227
Smp_064320	SM_V7_5	17382668	17390458
Smp_064330	SM_V7_5	17379685	17382712
Smp_064350	SM_V7_5	17323860	17335460
Smp_064360	SM_V7_5	17307438	17315926
Smp_064380	SM_V7_5	17240086	17263859
Smp_064390	SM_V7_5	17232260	17240314
Smp_064400	SM_V7_5	17225590	17231564
Smp_064430	SM_V7_5	17175283	17187970
Smp_064460	SM_V7_5	16968758	16984828
Smp_064500	SM_V7_5	16725100	16732984
Smp_064510	SM_V7_5	16717808	16723397
Smp_064520	SM_V7_5	16707728	16712251
Smp_064590	SM_V7_ZW	6469880	6471855
Smp_064600	SM_V7_ZW	6486269	6490561
Smp_064640	SM_V7_ZW	6589229	6600239
Smp_064650	SM_V7_ZW	6605239	6622523
Smp_064750	SM_V7_ZW	54070141	54083681
Smp_064800	SM_V7_ZW	54307274	54316112
Smp_064860	SM_V7_ZW	54404296	54412681
Smp_064870	SM_V7_ZW	54414190	54434362
Smp_064950	SM_V7_ZW	54766867	54770959
Smp_065060	SM_V7_2	18013026	18037925
Smp_065120	SM_V7_2	17862786	17873812
Smp_065130	SM_V7_2	17834926	17861980
Smp_065150	SM_V7_2	17786526	17791617
Smp_065160	SM_V7_2	17759527	17769222
Smp_065170	SM_V7_2	17723426	17725294
Smp_065180	SM_V7_2	17676410	17702895
Smp_065190	SM_V7_2	17663869	17675023
Smp_065210	SM_V7_2	17600169	17626804
Smp_065240	SM_V7_2	17492599	17501403
Smp_065290	SM_V7_2	17387744	17431785
Smp_065370	SM_V7_2	16955121	16985105
Smp_065420	SM_V7_2	16857710	16875195
Smp_065470	SM_V7_1	72739720	72785058
Smp_065530	SM_V7_1	73016968	73027958
Smp_065580	SM_V7_1	73205195	73233853
Smp_065610	SM_V7_1	73347426	73376871
Smp_065770	SM_V7_ZW	52036539	52044251
Smp_065810	SM_V7_ZW	51884225	51903625
Smp_065840	SM_V7_ZW	51696974	51719068
Smp_065890	SM_V7_ZW	51574691	51584961
Smp_065980	SM_V7_ZW	51312229	51319753
Smp_066050	SM_V7_ZW	50951111	50973359
Smp_066200	SM_V7_ZW	74490492	74507311
Smp_066260	SM_V7_2	4515308	4521626
Smp_066330	SM_V7_3	13860399	13871917
Smp_066340	SM_V7_3	13833008	13860585
Smp_066410	SM_V7_ZW	30491414	30501479
Smp_066430	SM_V7_ZW	30588583	30630836
Smp_066480	SM_V7_4	5003341	5013356
Smp_066520	SM_V7_6	7927120	7931245
Smp_066590	SM_V7_6	7580226	7580639
Smp_066610	SM_V7_2	22451453	22462744
Smp_066620	SM_V7_2	22442868	22445072
Smp_066630	SM_V7_2	22426026	22429064
Smp_066670	SM_V7_2	22348232	22357321
Smp_066730	SM_V7_2	22234764	22239488
Smp_066740	SM_V7_2	22231102	22234760
Smp_066760	SM_V7_ZW	43014724	43029837
Smp_066820	SM_V7_1	41190042	41193000
Smp_066830	SM_V7_1	41193003	41194238
Smp_066890	SM_V7_4	22520534	22521118
Smp_066900	SM_V7_4	22495504	22510592
Smp_066930	SM_V7_4	22355766	22372522
Smp_066940	SM_V7_4	22325330	22325712
Smp_066950	SM_V7_4	22316686	22325710
Smp_066960	SM_V7_4	22278644	22293672
Smp_066970	SM_V7_4	22276197	22277502
Smp_066990	SM_V7_4	22091797	22092242
Smp_067000	SM_V7_4	22108926	22142005
Smp_067010	SM_V7_4	22148377	22197632
Smp_067060	SM_V7_1	4058029	4060787
Smp_067090	SM_V7_1	4118722	4126187
Smp_067140	SM_V7_1	55105353	55136030
Smp_067250	SM_V7_1	68015696	68046292
Smp_067260	SM_V7_1	67985177	68000840
Smp_067280	SM_V7_1	67910437	67940992
Smp_067400	SM_V7_6	6269784	6275952
Smp_067420	SM_V7_6	6242281	6247162
Smp_067430	SM_V7_6	6222666	6230337
Smp_067480	SM_V7_6	6160156	6165532
Smp_067490	SM_V7_6	6120174	6128902
Smp_067510	SM_V7_ZW	23353724	23367709
Smp_067520	SM_V7_ZW	23320259	23335899
Smp_067540	SM_V7_ZW	23183144	23196114
Smp_067580	SM_V7_ZW	22977910	22998509
Smp_067590	SM_V7_ZW	22957134	22975180
Smp_067780	SM_V7_4	11198398	11200100
Smp_067810	SM_V7_4	11288808	11296360
Smp_067890	SM_V7_5	5008198	5012336
Smp_067900	SM_V7_5	4992790	5007091
Smp_067930	SM_V7_5	4932702	4940186
Smp_068000	SM_V7_5	4652600	4653708
Smp_068060	SM_V7_1	54737760	54761224
Smp_068070	SM_V7_1	54761229	54807776
Smp_068100	SM_V7_1	54837501	54848686
Smp_068110	SM_V7_1	54859173	54880744
Smp_068120	SM_V7_1	54880243	54890959
Smp_068170	SM_V7_1	36217373	36239538
Smp_068220	SM_V7_ZW	38663936	38676650
Smp_068240	SM_V7_ZW	38551381	38564312
Smp_068250	SM_V7_ZW	38537836	38547999
Smp_068270	SM_V7_ZW	38492870	38504732
Smp_068280	SM_V7_ZW	38454437	38480044
Smp_068300	SM_V7_ZW	38430744	38444052
Smp_068340	SM_V7_1	72601226	72609407
Smp_068350	SM_V7_1	72581701	72599798
Smp_068420	SM_V7_2	39029484	39035647
Smp_068440	SM_V7_2	39101368	39118806
Smp_068480	SM_V7_ZW	59249956	59260390
Smp_068500	SM_V7_ZW	81794156	81800546
Smp_068510	SM_V7_6	12458102	12517638
Smp_068530	SM_V7_6	12580710	12596972
Smp_068580	SM_V7_2	6340226	6343419
Smp_068680	SM_V7_3	232312	264602
Smp_068710	SM_V7_2	18454314	18468617
Smp_068720	SM_V7_2	18473722	18477517
Smp_068750	SM_V7_2	18526161	18555635
Smp_068760	SM_V7_2	18562485	18569199
Smp_068840	SM_V7_ZW	56521405	56554856
Smp_068920	SM_V7_ZW	22618620	22621842
Smp_068950	SM_V7_ZW	22663637	22675501
Smp_068960	SM_V7_ZW	22691750	22698744
Smp_068990	SM_V7_1	9473000	9482375
Smp_069120	SM_V7_3	11597313	11599232
Smp_069130	SM_V7_3	11531926	11545720
Smp_069160	SM_V7_4	23232947	23245275
Smp_069170	SM_V7_4	23259919	23277595
Smp_069220	SM_V7_4	23385385	23396521
Smp_069240	SM_V7_4	23459873	23466374
Smp_069380	SM_V7_1	19556944	19600984
Smp_069400	SM_V7_1	19616343	19650701
Smp_069600	SM_V7_3	1697456	1730390
Smp_069720	SM_V7_5	15293207	15297643
Smp_069760	SM_V7_5	15055332	15060302
Smp_069770	SM_V7_5	15039956	15053880
Smp_069810	SM_V7_5	14954942	14976252
Smp_069820	SM_V7_5	14941282	14948812
Smp_069840	SM_V7_5	14897986	14907564
Smp_069870	SM_V7_5	14860053	14872772
Smp_069880	SM_V7_5	14849981	14856832
Smp_069890	SM_V7_5	14737390	14750244
Smp_069900	SM_V7_5	14722520	14727936
Smp_069910	SM_V7_5	14708820	14717226
Smp_069960	SM_V7_5	14579995	14601896
Smp_070020	SM_V7_4	32670558	32704562
Smp_070030	SM_V7_4	32620734	32647032
Smp_070100	SM_V7_4	32868261	32883755
Smp_070110	SM_V7_4	32906022	32914517
Smp_070130	SM_V7_4	32964992	32975634
Smp_070170	SM_V7_4	33049842	33070376
Smp_070190	SM_V7_4	33077475	33100948
Smp_070200	SM_V7_4	33070432	33075236
Smp_070250	SM_V7_6	17542169	17546674
Smp_070310	SM_V7_ZW	82535869	82590671
Smp_070330	SM_V7_ZW	82653436	82671183
Smp_070340	SM_V7_ZW	82668600	82690902
Smp_070360	SM_V7_ZW	82721246	82730240
Smp_070370	SM_V7_ZW	82747926	82748712
Smp_070380	SM_V7_ZW	82790216	82793407
Smp_070540	SM_V7_1	4832748	4855914
Smp_070600	SM_V7_5	382952	406102
Smp_070610	SM_V7_5	444272	460465
Smp_070640	SM_V7_5	586914	622133
Smp_070680	SM_V7_3	23598174	23606179
Smp_070710	SM_V7_3	23656846	23667750
Smp_070760	SM_V7_3	23873136	23877530
Smp_070770	SM_V7_3	23880687	23881492
Smp_070780	SM_V7_3	23891623	23912261
Smp_070860	SM_V7_4	30586731	30594375
Smp_070930	SM_V7_4	30325487	30331557
Smp_071000	SM_V7_4	30155091	30155587
Smp_071020	SM_V7_1	60593750	60614248
Smp_071050	SM_V7_1	60529688	60536598
Smp_071140	SM_V7_1	60098911	60116035
Smp_071150	SM_V7_1	60039729	60086647
Smp_071250	SM_V7_1	31960828	31966208
Smp_071380	SM_V7_1	32274724	32285072
Smp_071390	SM_V7_1	32322583	32342022
Smp_071470	SM_V7_1	32527697	32538202
Smp_071540	SM_V7_1	32648787	32661446
Smp_071550	SM_V7_1	32664446	32676430
Smp_071560	SM_V7_1	32676010	32680962
Smp_071570	SM_V7_1	32693639	32709526
Smp_071590	SM_V7_ZW	71299345	71301599
Smp_071610	SM_V7_ZW	71306725	71321350
Smp_071630	SM_V7_ZW	71273633	71289541
Smp_071640	SM_V7_ZW	71240262	71265371
Smp_071770	SM_V7_ZW	70687967	70717403
Smp_071830	SM_V7_2	15426034	15430903
Smp_071880	SM_V7_2	15290487	15298683
Smp_071890	SM_V7_2	15276317	15290026
Smp_071950	SM_V7_2	15119817	15147772
Smp_071960	SM_V7_2	15110366	15119545
Smp_072080	SM_V7_2	14796198	14796837
Smp_072090	SM_V7_2	14790116	14796858
Smp_072100	SM_V7_2	14770470	14772741
Smp_072110	SM_V7_2	14728826	14735457
Smp_072140	SM_V7_1	70689992	70695103
Smp_072180	SM_V7_1	69882446	69894018
Smp_072190	SM_V7_1	69953935	69959086
Smp_072210	SM_V7_1	70066003	70077248
Smp_072320	SM_V7_1	70326730	70335806
Smp_072330	SM_V7_1	70339092	70345356
Smp_072340	SM_V7_1	70379933	70389836
Smp_072350	SM_V7_1	70411560	70437726
Smp_072360	SM_V7_1	70440691	70457556
Smp_072370	SM_V7_1	70467780	70502374
Smp_072380	SM_V7_1	70504070	70506898
Smp_072440	SM_V7_1	71717104	71748463
Smp_072450	SM_V7_1	71671630	71673673
Smp_072460	SM_V7_1	71542644	71564868
Smp_072470	SM_V7_1	71513367	71526802
Smp_072490	SM_V7_1	71381103	71398198
Smp_072500	SM_V7_1	71363662	71380446
Smp_072560	SM_V7_1	71087097	71110152
Smp_072630	SM_V7_1	70949778	70952493
Smp_072640	SM_V7_1	80673903	80694288
Smp_072660	SM_V7_1	80439493	80487257
Smp_072670	SM_V7_1	80435711	80436004
Smp_072720	SM_V7_1	80120136	80142399
Smp_072740	SM_V7_1	80031235	80045492
Smp_072790	SM_V7_3	1073980	1088462
Smp_072800	SM_V7_3	1053470	1055924
Smp_072870	SM_V7_3	565964	592539
Smp_072890	SM_V7_3	469972	499829
Smp_072900	SM_V7_3	428866	430510
Smp_072950	SM_V7_1	36174483	36177797
Smp_072970	SM_V7_1	36100603	36107578
Smp_072980	SM_V7_1	36039003	36056520
Smp_072990	SM_V7_1	36028807	36034859
Smp_073070	SM_V7_1	35747086	35755822
Smp_073080	SM_V7_1	35722877	35726032
Smp_073140	SM_V7_1	35581762	35589352
Smp_073200	SM_V7_1	35471274	35480362
Smp_073210	SM_V7_1	35456916	35467222
Smp_073220	SM_V7_1	35422186	35446600
Smp_073270	SM_V7_1	35301120	35305727
Smp_073280	SM_V7_1	35256211	35285226
Smp_073290	SM_V7_1	35242230	35251279
Smp_073300	SM_V7_1	35199995	35222866
Smp_073340	SM_V7_1	35095503	35118128
Smp_073390	SM_V7_ZW	77352404	77365290
Smp_073400	SM_V7_ZW	77373579	77392554
Smp_073410	SM_V7_ZW	77402189	77407336
Smp_073470	SM_V7_ZW	77519662	77560677
Smp_073490	SM_V7_1	15110316	15143979
Smp_073500	SM_V7_1	15155224	15167884
Smp_073510	SM_V7_1	15188346	15196943
Smp_073540	SM_V7_1	15269059	15269804
Smp_073560	SM_V7_1	15340139	15349750
Smp_073570	SM_V7_1	15331114	15333808
Smp_073590	SM_V7_1	15067476	15068720
Smp_073600	SM_V7_1	15055121	15057372
Smp_073610	SM_V7_1	15012846	15047939
Smp_073620	SM_V7_1	14999306	15004340
Smp_073680	SM_V7_1	14848836	14855423
Smp_073690	SM_V7_1	14824680	14837962
Smp_073720	SM_V7_1	14755486	14760143
Smp_073790	SM_V7_1	14503213	14507112
Smp_073800	SM_V7_1	14460653	14500253
Smp_073830	SM_V7_3	15972510	15991858
Smp_073880	SM_V7_3	15811574	15812618
Smp_073920	SM_V7_3	15638692	15639519
Smp_073940	SM_V7_3	15574970	15596265
Smp_074000	SM_V7_3	15428729	15440136
Smp_074010	SM_V7_3	15400519	15415719
Smp_074020	SM_V7_3	15372719	15399173
Smp_074040	SM_V7_3	15274349	15282388
Smp_074050	SM_V7_3	15236937	15249359
Smp_074070	SM_V7_3	15158207	15225672
Smp_074080	SM_V7_3	15106586	15141315
Smp_074140	SM_V7_6	1912422	1935527
Smp_074150	SM_V7_6	1945757	1985051
Smp_074190	SM_V7_6	2057436	2077058
Smp_074200	SM_V7_6	2087876	2116848
Smp_074210	SM_V7_6	2128897	2134261
Smp_074230	SM_V7_6	2169984	2172436
Smp_074260	SM_V7_6	2207202	2211166
Smp_074280	SM_V7_6	2242092	2249622
Smp_074330	SM_V7_6	2455319	2460288
Smp_074370	SM_V7_6	2549910	2562989
Smp_074390	SM_V7_6	2655732	2659933
Smp_074400	SM_V7_6	2677226	2696597
Smp_074410	SM_V7_6	2703068	2716095
Smp_074450	SM_V7_ZW	64508361	64513409
Smp_074460	SM_V7_ZW	64529891	64539304
Smp_074470	SM_V7_ZW	64552238	64555272
Smp_074500	SM_V7_ZW	64637878	64639753
Smp_074510	SM_V7_ZW	64646316	64676934
Smp_074560	SM_V7_ZW	64429877	64448440
Smp_074570	SM_V7_ZW	64390744	64405327
Smp_074590	SM_V7_ZW	64322222	64330036
Smp_074610	SM_V7_ZW	64302304	64306928
Smp_074700	SM_V7_ZW	63811533	63813103
Smp_074710	SM_V7_ZW	50001606	50045703
Smp_074770	SM_V7_3	19868455	19871494
Smp_074780	SM_V7_3	19881611	19883167
Smp_074830	SM_V7_3	20027491	20079797
Smp_074870	SM_V7_3	20122281	20145670
Smp_074880	SM_V7_3	20148571	20163489
Smp_074900	SM_V7_3	20201241	20223035
Smp_074930	SM_V7_3	20297278	20306582
Smp_074940	SM_V7_3	20306658	20311437
Smp_074950	SM_V7_3	20312971	20336184
Smp_074990	SM_V7_3	20435148	20436582
Smp_075000	SM_V7_3	20429683	20431003
Smp_075030	SM_V7_3	20474010	20474781
Smp_075040	SM_V7_3	20485468	20490021
Smp_075060	SM_V7_3	20509788	20515051
Smp_075110	SM_V7_3	20625033	20633724
Smp_075120	SM_V7_3	20642458	20643686
Smp_075130	SM_V7_3	20660251	20669475
Smp_075140	SM_V7_3	20674116	20694490
Smp_075210	SM_V7_ZW	69630129	69636656
Smp_075220	SM_V7_ZW	69594717	69623605
Smp_075280	SM_V7_ZW	69452924	69461228
Smp_075330	SM_V7_ZW	69249874	69251602
Smp_075350	SM_V7_ZW	69198024	69203746
Smp_075360	SM_V7_ZW	69161444	69166338
Smp_075370	SM_V7_ZW	69151525	69153340
Smp_075380	SM_V7_ZW	69142051	69149620
Smp_075400	SM_V7_ZW	69078147	69079958
Smp_075420	SM_V7_ZW	69039005	69050578
Smp_075430	SM_V7_ZW	69006982	69008926
Smp_075440	SM_V7_ZW	68954772	68990826
Smp_075470	SM_V7_ZW	44386026	44395400
Smp_075500	SM_V7_ZW	82850907	82852242
Smp_075560	SM_V7_ZW	83014709	83018098
Smp_075640	SM_V7_ZW	83353963	83358904
Smp_075770	SM_V7_1	86630117	86669452
Smp_075800	SM_V7_1	86750876	86776786
Smp_075870	SM_V7_1	87015673	87026375
Smp_076010	SM_V7_ZW	74379015	74400204
Smp_076030	SM_V7_ZW	74314355	74326059
Smp_076040	SM_V7_ZW	74295695	74302781
Smp_076050	SM_V7_ZW	74272265	74292499
Smp_076150	SM_V7_ZW	73940968	73977872
Smp_076230	SM_V7_ZW	44409986	44414166
Smp_076300	SM_V7_ZW	44517502	44541912
Smp_076320	SM_V7_ZW	44617926	44619230
Smp_076370	SM_V7_ZW	44680797	44687012
Smp_076390	SM_V7_ZW	44746428	44749034
