Gene_ID_mans,First_Base_GFF_mans,Scaffold_ID_jap,Scaffold_BlatBestloc_jap,Depth_40640_jap_Picardetal2018,Depth_40641_jap_Picardetal2018,Coverage_Assignment_jap_Picardetal2018,FST_jap
Smp_171710,15364831,SJC_S002538,Z,36,36,Autosome,n.a.
Smp_198670,15404081,SJC_S002538,Z,36,36,Autosome,n.a.
Smp_304210,15428733,SJC_S002528,Z,39,35,Autosome,-0.0222605
Smp_304220,15432250,SJC_S002528,Z,39,35,Autosome,-0.0222605
Smp_171680,15525664,SJC_S001379,Z,29,24,Autosome,0.027558275
Smp_322250,15639821,SJC_S000658,Z,34,31,Autosome,0.0114840217073171
Smp_171670,15664224,SJC_S000658,Z,34,31,Autosome,0.0114840217073171
Smp_171660,15693904,SJC_S000658,Z,34,31,Autosome,0.0114840217073171
Smp_171640,15713494,SJC_S000658,Z,34,31,Autosome,0.0114840217073171
Smp_171630,15755574,SJC_S000658,Z,34,31,Autosome,0.0114840217073171
Smp_304250,15805044,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_304260,15828824,SJC_S002194,Z,28,24,Autosome,n.a.
Smp_179110,15880154,SJC_S000070,Z,51,47,Autosome,0.0179638301515152
Smp_102450,15891160,SJC_S000070,Z,51,47,Autosome,0.0179638301515152
Smp_171620,15911550,SJC_S000972,Z,33,31,Autosome,0.0723413704761905
Smp_171610,15950034,SJC_S000070,Z,51,47,Autosome,0.0179638301515152
Smp_171600,15968554,SJC_S000070,Z,51,47,Autosome,0.0179638301515152
Smp_322270,16058045,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_322280,16074379,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_022500,16086374,SJC_S002584,Z,44,41,Autosome,0.10228485
Smp_022540,16098820,SJC_S002584,Z,44,41,Autosome,0.10228485
Smp_134230,16134687,SJC_S002584,Z,44,41,Autosome,0.10228485
Smp_022470,16154737,SJC_S000070,Z,51,47,Autosome,0.0179638301515152
Smp_340390,16180450,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_186780,16194898,SJC_S000663,SM_V7_2,35,32,Autosome,-0.0272765666666667
Smp_022450,16215222,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_177790,16226858,SJC_S000826,Z,36,33,Autosome,-0.026168617
Smp_342890,16248312,SJC_S000826,Z,36,33,Autosome,-0.026168617
Smp_022430,16297082,SJC_S000826,Z,36,33,Autosome,-0.026168617
Smp_245380,16301767,SJC_S003944,Z,35,33,Autosome,n.a.
Smp_022400,16318698,SJC_S000826,Z,36,33,Autosome,-0.026168617
Smp_342880,16482082,SJC_S000042,Z,36,34,Autosome,0.1658085616
Smp_022340,16729112,SJC_S004800,Z,31,28,Autosome,0.013155325
Smp_022330,16749175,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_022320,16759966,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_340380,16786462,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_134160,16812492,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_212180,16867151,SJC_S001039,Z,33,29,Autosome,-0.0249276
Smp_134140,16905080,SJC_S001039,Z,33,29,Autosome,-0.0249276
Smp_241500,17020419,SJC_S001317,Z,34,33,Autosome,0.0549642428571429
Smp_031000,17055536,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_031010,17079756,SJC_S001317,Z,34,33,Autosome,0.0549642428571429
Smp_031020,17101665,SJC_S001317,Z,34,33,Autosome,0.0549642428571429
Smp_343250,17133407,SJC_S000857,Z,34,32,Autosome,0.1035705
Smp_031040,17190839,SJC_S000934,Excluded,33,33,Autosome,n.a.
Smp_031050,17238746,SJC_S001792,Z,37,35,Autosome,-0.0302505666666667
Smp_031070,17274241,SJC_S001792,Z,37,35,Autosome,-0.0302505666666667
Smp_139010,17296083,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_118750,17325931,SJC_S001792,Z,37,35,Autosome,-0.0302505666666667
Smp_031100,17394055,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_245360,17431333,SJC_S000184,Z,36,33,Autosome,0.00102833948717949
Smp_322300,17466153,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_245370,17473788,SJC_S000184,Z,36,33,Autosome,0.00102833948717949
Smp_139030,17491630,SJC_S000184,Z,36,33,Autosome,0.00102833948717949
Smp_085240,17543553,SJC_S000184,Z,36,33,Autosome,0.00102833948717949
Smp_245350,17568592,SJC_S000184,Z,36,33,Autosome,0.00102833948717949
Smp_031180,17665963,SJC_S000184,Z,36,33,Autosome,0.00102833948717949
Smp_316920,17667328,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_031190,17681983,SJC_S000184,Z,36,33,Autosome,0.00102833948717949
Smp_139060,17689231,SJC_S000184,Z,36,33,Autosome,0.00102833948717949
Smp_139070,17739417,SJC_S003698,Z,40,38,Autosome,n.a.
Smp_031220,17796187,SJC_S000184,Z,36,33,Autosome,0.00102833948717949
Smp_139080,17831022,SJC_S008441,Z,34,33,Autosome,0.0185156733333333
Smp_139090,17848436,SJC_S008441,Z,34,33,Autosome,0.0185156733333333
Smp_031270,17905563,SJC_S000460,Z,35,33,Autosome,-0.0148217642692308
Smp_139100,17939838,SJC_S000460,Z,35,33,Autosome,-0.0148217642692308
Smp_031300,18042445,SJC_S000460,Z,35,33,Autosome,-0.0148217642692308
Smp_322330,18073756,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_031310,18086333,SJC_S000460,Z,35,33,Autosome,-0.0148217642692308
Smp_332910,18101659,SJC_S000460,Z,35,33,Autosome,-0.0148217642692308
Smp_198660,18196529,SJC_S000460,Z,35,33,Autosome,-0.0148217642692308
Smp_335040,18202600,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_031360,18218659,SJC_S000460,Z,35,33,Autosome,-0.0148217642692308
Smp_203390,18259509,SJC_S000460,Z,35,33,Autosome,-0.0148217642692308
Smp_139140,18282989,SJC_S008853,Z,23,19,Autosome,n.a.
Smp_031390,18304940,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_332920,18352401,SJC_S000395,Z,35,33,Autosome,-0.0360177325925926
Smp_126170,18410819,SJC_S000395,Z,35,33,Autosome,-0.0360177325925926
Smp_007450,18465387,SJC_S025037,Z,40,38,Autosome,n.a.
Smp_242630,18480750,SJC_S000395,Z,35,33,Autosome,-0.0360177325925926
Smp_347700,18515137,SJC_S000395,Z,35,33,Autosome,-0.0360177325925926
Smp_093100,18596587,SJC_S000395,Z,35,33,Autosome,-0.0360177325925926
Smp_093110,18605942,SJC_S000395,Z,35,33,Autosome,-0.0360177325925926
Smp_245330,18608428,SJC_S000395,Z,35,33,Autosome,-0.0360177325925926
Smp_126370,18653418,SJC_S001416,Z,37,35,Autosome,-0.0449844
Smp_126360,18666702,SJC_S002069,Excluded,34,32,Autosome,n.a.
Smp_245320,18731817,SJC_S000094,Z,34,31,Autosome,0.00299098033043478
Smp_245310,18767927,SJC_S000094,Z,34,31,Autosome,0.00299098033043478
Smp_322340,18779418,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_342220,18795723,SJC_S000094,Z,34,31,Autosome,0.00299098033043478
Smp_322350,18823337,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_304320,18828787,SJC_S000775,SM_V7_1,34,30,Autosome,n.a.
Smp_203400,18876727,SJC_S000961,SM_V7_7,33,31,Autosome,0.0634569483333333
Smp_007760,18913533,SJC_S000094,Z,34,31,Autosome,0.00299098033043478
Smp_126310,18933328,SJC_S000498,Z,33,30,Autosome,0.151675644137931
Smp_126300,18977838,SJC_S000498,Z,33,30,Autosome,0.151675644137931
Smp_126290,19015891,SJC_S000529,Z,35,32,Autosome,0.0310563777777778
Smp_204060,19064728,SJC_S000529,Z,35,32,Autosome,0.0310563777777778
Smp_007730,19085288,SJC_S000529,Z,35,32,Autosome,0.0310563777777778
Smp_191870,19091824,SJC_S000529,Z,35,32,Autosome,0.0310563777777778
Smp_007710,19111908,SJC_S000529,Z,35,32,Autosome,0.0310563777777778
Smp_007690,19182311,SJC_S000529,Z,35,32,Autosome,0.0310563777777778
Smp_007670,19223841,SJC_S000529,Z,35,32,Autosome,0.0310563777777778
Smp_007660,19234109,SJC_S000529,Z,35,32,Autosome,0.0310563777777778
Smp_007650,19268938,SJC_S000529,Z,35,32,Autosome,0.0310563777777778
Smp_007630,19322086,SJC_S000529,Z,35,32,Autosome,0.0310563777777778
Smp_126260,19346008,SJC_S000753,Z,32,28,Autosome,0.00510784291666667
Smp_134450,19459494,SJC_S000753,Z,32,28,Autosome,0.00510784291666667
Smp_134440,19504458,SJC_S000753,Z,32,28,Autosome,0.00510784291666667
Smp_203410,19534453,SJC_S000753,Z,32,28,Autosome,0.00510784291666667
Smp_241480,19591072,SJC_S000014,Z,32,29,Autosome,-0.000773500491803279
Smp_241470,19608222,SJC_S000014,Z,32,29,Autosome,-0.000773500491803279
Smp_022890,19726569,SJC_S000014,Z,32,29,Autosome,-0.000773500491803279
Smp_022870,19777015,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_342910,19787313,SJC_S000014,Z,32,29,Autosome,-0.000773500491803279
Smp_022850,19803151,SJC_S000014,Z,32,29,Autosome,-0.000773500491803279
Smp_134410,19839301,SJC_S000014,Z,32,29,Autosome,-0.000773500491803279
Smp_245300,19874973,SJC_S000014,Z,32,29,Autosome,-0.000773500491803279
Smp_134390,19905159,SJC_S000658,Z,34,31,Autosome,0.0114840217073171
Smp_022810,19933715,SJC_S000658,Z,34,31,Autosome,0.0114840217073171
Smp_342900,19962449,SJC_S000658,Z,34,31,Autosome,0.0114840217073171
Smp_134370,20000182,SJC_S004122,Z,73,80,Autosome,0.0794598
Smp_134360,20028339,SJC_S000070,Z,51,47,Autosome,0.0179638301515152
Smp_134350,20075847,SJC_S026086,Z,30,25,Autosome,0.06395656
Smp_245290,20118169,SJC_S014357,Z,32,26,Autosome,-0.0170408
Smp_198590,20126770,SJC_S000070,Z,51,47,Autosome,0.0179638301515152
Smp_335670,20168929,SJC_S014117,Z,33,33,Autosome,-0.0214239
Smp_022700,20183933,SJC_S000070,Z,51,47,Autosome,0.0179638301515152
Smp_304380,20190507,SJC_S000070,Z,51,47,Autosome,0.0179638301515152
Smp_022740,20212049,SJC_S000070,Z,51,47,Autosome,0.0179638301515152
Smp_340420,20216700,SJC_S007893,Z,36,35,Autosome,n.a.
Smp_134300,20249026,SJC_S000070,Z,51,47,Autosome,0.0179638301515152
Smp_134290,20300499,SJC_S001801,Excluded,36,34,Autosome,0.068456325
Smp_022660,20347474,SJC_S001074,Z,34,30,Autosome,n.a.
Smp_340410,20362304,SJC_S003995,Excluded,36,36,Autosome,0.0287936
Smp_340400,20450329,SJC_S001074,Z,34,30,Autosome,n.a.
Smp_134260,20466690,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_134250,20526714,SJC_S001610,Z,38,36,Autosome,0.000914079999999999
Smp_022570,20560295,SJC_S000939,Excluded,33,30,Autosome,0.15759805
Smp_337330,20574717,SJC_S004193,Z,23,21,Autosome,n.a.
Smp_102000,20616739,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_304460,20632934,SJC_S000939,Excluded,33,30,Autosome,0.15759805
Smp_092880,20687920,SJC_S000939,Excluded,33,30,Autosome,0.15759805
Smp_120360,20727476,SJC_S000590,Z,34,31,Autosome,-0.0375284361111111
Smp_030370,20808026,SJC_S000590,Z,34,31,Autosome,-0.0375284361111111
Smp_138580,20817369,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_138590,20824567,SJC_S000590,Z,34,31,Autosome,-0.0375284361111111
Smp_030400,20883626,SJC_S000590,Z,34,31,Autosome,-0.0375284361111111
Smp_022110,20919487,SJC_S000590,Z,34,31,Autosome,-0.0375284361111111
Smp_138600,20941836,SJC_S000590,Z,34,31,Autosome,-0.0375284361111111
Smp_138610,20966326,SJC_S000590,Z,34,31,Autosome,-0.0375284361111111
Smp_030440,21010023,SJC_S000590,Z,34,31,Autosome,-0.0375284361111111
Smp_347010,21024916,SJC_S000590,Z,34,31,Autosome,-0.0375284361111111
Smp_167870,21043051,SJC_S000590,Z,34,31,Autosome,-0.0375284361111111
Smp_204550,21048437,SJC_S000590,Z,34,31,Autosome,-0.0375284361111111
Smp_322380,21059425,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_084270,21065055,SJC_S001227,Z,31,13,Z,n.a.
Smp_331780,21072325,SJC_S008437,Z,38,21,Z,n.a.
Smp_266720,21106305,SJC_S000895,Z,33,14,Z,n.a.
Smp_192670,21213905,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_174390,21225975,SJC_S002673,Z,41,17,Z,n.a.
Smp_095290,21238897,SJC_S003510,Z,36,16,Z,n.a.
Smp_174380,21349145,SJC_S000858,Z,33,16,Z,n.a.
Smp_174370,21381421,SJC_S000858,Z,33,16,Z,n.a.
Smp_341590,21420395,SJC_S000858,Z,33,16,Z,n.a.
Smp_166500,21474716,SJC_S001631,Z,35,18,Z,n.a.
Smp_322410,21488578,SJC_S001631,Z,35,18,Z,n.a.
Smp_246330,21495892,SJC_S004720,Z,28,13,Z,n.a.
Smp_166530,21567307,SJC_S001382,Z,30,14,Z,n.a.
Smp_304500,21574365,SJC_S001382,Z,30,14,Z,n.a.
Smp_166550,21617418,SJC_S003769,Z,36,19,Z,n.a.
Smp_166560,21656630,SJC_S000897,Z,31,14,Z,n.a.
Smp_345650,21745403,SJC_S004804,Z,33,11,Z,n.a.
Smp_166580,21784152,SJC_S003980,Z,33,16,Z,n.a.
Smp_246870,21817617,SJC_S003980,Z,33,16,Z,n.a.
Smp_246880,21844548,SJC_S001423,Excluded,31,16,Z,n.a.
Smp_166600,21894688,SJC_S001423,Excluded,31,16,Z,n.a.
Smp_082240,21906956,SJC_S014053,Z,n.a.,n.a.,n.a.,n.a.
Smp_082250,21915025,SJC_S024512,Z,31,17,Z,n.a.
Smp_166610,21940031,SJC_S000476,Z,32,30,Autosome,0.0384611802
Smp_104710,22007594,SJC_S000476,Z,32,30,Autosome,0.0384611802
Smp_104720,22024171,SJC_S000476,Z,32,30,Autosome,0.0384611802
Smp_104730,22038975,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_180660,22126411,SJC_S000476,Z,32,30,Autosome,0.0384611802
Smp_245280,22158002,SJC_S004291,Z,33,29,Autosome,n.a.
Smp_180680,22205328,SJC_S000476,Z,32,30,Autosome,0.0384611802
Smp_104790,22243451,SJC_S000476,Z,32,30,Autosome,0.0384611802
Smp_322430,22329601,SJC_S000476,Z,32,30,Autosome,0.0384611802
Smp_322450,22369374,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_180690,22393970,SJC_S003298,Z,32,31,Autosome,n.a.
Smp_302850,22480228,SJC_S001408,Z,29,26,Autosome,-0.00367933105263158
Smp_245260,22545787,SJC_S001740,Z,33,30,Autosome,-0.035546175
Smp_245250,22559171,SJC_S001740,Z,33,30,Autosome,-0.035546175
Smp_159490,22597873,SJC_S000842,Z,36,32,Autosome,0.0686881552727273
Smp_068920,22618620,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_245240,22623138,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_159510,22633463,SJC_S000842,Z,36,32,Autosome,0.0686881552727273
Smp_068950,22663637,SJC_S000842,Z,36,32,Autosome,0.0686881552727273
Smp_068960,22691750,SJC_S000842,Z,36,32,Autosome,0.0686881552727273
Smp_159520,22702120,SJC_S000842,Z,36,32,Autosome,0.0686881552727273
Smp_322460,22741280,SJC_S000842,Z,36,32,Autosome,0.0686881552727273
Smp_092530,22769556,SJC_S000842,Z,36,32,Autosome,0.0686881552727273
Smp_245230,22817514,SJC_S000842,Z,36,32,Autosome,0.0686881552727273
Smp_158770,22838426,SJC_S000842,Z,36,32,Autosome,0.0686881552727273
Smp_245220,22859944,SJC_S001875,Z,35,32,Autosome,0.0864251166666667
Smp_158750,22934894,SJC_S000793,Z,34,31,Autosome,0.131861325
Smp_067590,22957134,SJC_S000793,Z,34,31,Autosome,0.131861325
Smp_067580,22977910,SJC_S000793,Z,34,31,Autosome,0.131861325
Smp_158740,23028606,SJC_S000793,Z,34,31,Autosome,0.131861325
Smp_158730,23122133,SJC_S000793,Z,34,31,Autosome,0.131861325
Smp_067540,23183144,SJC_S000793,Z,34,31,Autosome,0.131861325
Smp_158720,23199730,SJC_S003625,Z,28,23,Autosome,0.0015433385
Smp_067520,23320259,SJC_S002260,Z,32,30,Autosome,0.0568211
Smp_067510,23353724,SJC_S004490,Z,33,30,Autosome,-0.04057206625
Smp_347690,23370114,SJC_S002260,Z,32,30,Autosome,0.0568211
Smp_340330,23467694,SJC_S002743,Z,48,23,Z,n.a.
Smp_245200,23538293,SJC_S023607,Z,37,18,Z,n.a.
Smp_342800,23575582,SJC_S007229,Z,32,13,Z,n.a.
Smp_336770,23640499,SJC_S002689,Z,36,19,Z,n.a.
Smp_133530,23646413,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_245170,23684166,SJC_S027604,Z,32,14,Z,n.a.
Smp_172730,23748223,SJC_S000608,Z,32,15,Z,n.a.
Smp_347430,23775922,SJC_S002408,Z,36,20,Z,n.a.
Smp_214170,23807856,SJC_S003888,Z,31,13,Z,n.a.
Smp_135020,23836026,SJC_S000608,Z,32,15,Z,n.a.
Smp_322480,23876877,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_135010,23912408,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_245150,23944499,SJC_S006099,Z,34,17,Z,n.a.
Smp_245160,23987395,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_134980,24028795,SJC_S000697,Z,37,15,Z,n.a.
Smp_245140,24076293,SJC_S000697,Z,37,15,Z,n.a.
Smp_141810,24122163,SJC_S002343,Z,33,17,Z,n.a.
Smp_204070,24195558,SJC_S008138,Z,29,15,Z,n.a.
Smp_141820,24229339,SJC_S003618,Z,38,19,Z,n.a.
Smp_036500,24249263,SJC_S004792,Z,35,17,Z,n.a.
Smp_141830,24286463,SJC_S003969,Z,36,17,Z,n.a.
Smp_245110,24365102,SJC_S002597,Z,34,16,Z,n.a.
Smp_036550,24404973,SJC_S005768,Z,32,17,Z,n.a.
Smp_141860,24414502,SJC_S001187,Excluded,33,16,Z,n.a.
Smp_340710,24523397,SJC_S000427,Z,36,18,Z,n.a.
Smp_036590,24562426,SJC_S000427,Z,36,18,Z,n.a.
Smp_141880,24590946,SJC_S002448,Z,32,15,Z,n.a.
Smp_036630,24641606,SJC_S000427,Z,36,18,Z,n.a.
Smp_141890,24654796,SJC_S000427,Z,36,18,Z,n.a.
Smp_245100,24679914,SJC_S014464,Z,31,16,Z,n.a.
Smp_036670,24683566,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_245090,24756946,SJC_S002225,Z,31,15,Z,n.a.
Smp_153780,24854786,SJC_S023587,Z,32,16,Z,n.a.
Smp_347180,24956176,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_058790,24970586,SJC_S001587,Z,31,16,Z,n.a.
Smp_058780,24980893,SJC_S006766,Excluded,25,13,Z,n.a.
Smp_153770,25007357,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_153760,25038167,SJC_S003618,Z,38,19,Z,n.a.
Smp_153750,25091571,SJC_S002477,Z,35,18,Z,n.a.
Smp_058730,25093162,SJC_S003973,Z,36,19,Z,n.a.
Smp_347680,25147618,SJC_S002477,Z,35,18,Z,n.a.
Smp_006250,25176173,SJC_S003973,Z,36,19,Z,n.a.
Smp_125550,25208158,SJC_S001462,Z,35,17,Z,n.a.
Smp_125560,25262708,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_120380,25305677,SJC_S002835,Z,70,34,Z,n.a.
Smp_332930,25331902,SJC_S001448,Z,45,24,Z,n.a.
Smp_006320,25384117,SJC_S008462,Z,35,18,Z,n.a.
Smp_342180,25421603,SJC_S001290,Z,38,19,Z,n.a.
Smp_335690,25468340,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_044610,25476232,SJC_S001643,Z,27,15,Z,n.a.
Smp_102240,25486500,SJC_S004203,Z,31,16,Z,n.a.
Smp_146220,25504641,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_167860,25550990,SJC_S002522,Z,47,24,Z,n.a.
Smp_006190,25614420,SJC_S009018,Z,42,17,Z,n.a.
Smp_342170,25657415,SJC_S000944,Z,76,26,Z,n.a.
Smp_207000,25687345,SJC_S000944,Z,76,26,Z,n.a.
Smp_304660,25714451,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_306210,25779170,SJC_S002532,Z,32,17,Z,n.a.
Smp_044580,25809054,SJC_S000839,SM_V7_7,34,33,Autosome,-0.0382419018571429
Smp_146200,25810699,SJC_S026507,Excluded,57,28,Z,n.a.
Smp_146190,25826094,SJC_S000557,SM_V7_7,34,32,Autosome,-0.00848310652777778
Smp_044560,25853590,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_044550,25896819,SJC_S002380,Z,30,24,Autosome,-0.0451584
Smp_343920,25904610,SJC_S025901,Z,35,15,Z,n.a.
Smp_044530,25915891,SJC_S002549,Z,34,26,Autosome,-0.046446884
Smp_044520,25949711,SJC_S022627,Z,58,28,Z,n.a.
Smp_210940,25961441,SJC_S001864,Z,33,17,Z,n.a.
Smp_210950,25991562,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_322500,26029931,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_209030,26053371,SJC_S001151,Z,45,22,Z,n.a.
Smp_044470,26066833,SJC_S001151,Z,45,22,Z,n.a.
Smp_146160,26119351,SJC_S001723,Excluded,29,16,Z,n.a.
Smp_146150,26177811,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_146140,26216764,SJC_S001635,Z,43,23,Z,n.a.
Smp_044440,26259161,SJC_S004077,Z,29,17,Ambiguous,n.a.
Smp_006340,26322211,SJC_S002744,Z,37,37,Autosome,n.a.
Smp_006350,26330424,SJC_S027968,Z,35,16,Z,n.a.
Smp_242400,26392741,SJC_S005920,Z,32,16,Z,n.a.
Smp_304710,26414790,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_304720,26440704,SJC_S001934,Z,57,29,Z,n.a.
Smp_167950,26482417,SJC_S001394,Z,36,17,Z,n.a.
Smp_096480,26527602,SJC_S001394,Z,36,17,Z,n.a.
Smp_175090,26551246,SJC_S001390,Z,37,17,Z,n.a.
Smp_096450,26601437,SJC_S001390,Z,37,17,Z,n.a.
Smp_175080,26630329,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_346340,26645016,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_203460,26698205,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_245060,26706037,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_096410,26742730,SJC_S001412,Z,34,17,Z,n.a.
Smp_096390,26765486,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_174890,26786516,SJC_S002532,Z,32,17,Z,n.a.
Smp_174870,26815136,SJC_S004363,Z,32,15,Z,n.a.
Smp_174880,26884608,SJC_S000293,SM_V7_6,33,29,Autosome,-0.01422839125
Smp_245030,26919450,SJC_S001787,Z,36,19,Z,n.a.
Smp_245040,26923926,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_174920,26966716,SJC_S000164,Z,39,21,Z,-0.00648640666666667
Smp_096160,26987826,SJC_S003006,Z,34,16,Z,n.a.
Smp_347670,27017909,SJC_S000164,Z,39,21,Z,-0.00648640666666667
Smp_174950,27054459,SJC_S000236,PAR,35,33,Autosome,-0.0156631436986301
Smp_174960,27069861,SJC_S004178,Z,41,20,Z,n.a.
Smp_096200,27116594,SJC_S000000,SM_V7_1,35,32,Autosome,-0.0134625405989583
Smp_096210,27144269,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_332940,27156580,SJC_S001151,Z,45,22,Z,n.a.
Smp_059290,27206769,SJC_S002170,Z,33,31,Autosome,n.a.
Smp_344620,27221609,SJC_S001151,Z,45,22,Z,n.a.
Smp_344610,27430472,SJC_S023579,Excluded,32,17,Z,n.a.
Smp_139930,27514505,SJC_S002205,Z,35,17,Z,n.a.
Smp_139940,27541284,SJC_S003006,Z,34,16,Z,n.a.
Smp_032920,27570200,SJC_S001721,Z,37,19,Z,n.a.
Smp_032930,27575310,SJC_S010106,Z,35,18,Z,n.a.
Smp_343350,27604931,SJC_S002314,Z,35,17,Z,n.a.
Smp_032950,27645864,SJC_S004003,Z,40,40,Autosome,0.0145693561111111
Smp_139970,27663940,SJC_S003137,Z,30,13,Z,n.a.
Smp_032970,27685420,SJC_S025436,Z,31,12,Z,n.a.
Smp_032980,27689300,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_032990,27700380,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_033000,27714930,SJC_S008126,Z,68,29,Z,n.a.
Smp_033010,27725610,SJC_S008546,Z,37,19,Z,n.a.
Smp_033020,27751096,SJC_S008546,Z,37,19,Z,n.a.
Smp_139980,27767564,SJC_S002361,Z,32,18,Ambiguous,-0.031183175
Smp_033040,27790220,SJC_S000549,PAR,40,33,Autosome,0.400083305735294
Smp_033050,27804227,SJC_S002527,Z,33,18,Z,n.a.
Smp_168050,27828920,SJC_S000888,Z,36,18,Z,n.a.
Smp_345760,27866968,SJC_S003957,Z,63,29,Z,n.a.
Smp_209040,27890171,SJC_S000520,Z,41,20,Z,0.496306
Smp_332950,27929298,SJC_S000520,Z,41,20,Z,0.496306
Smp_037190,27946177,SJC_S004056,Z,28,15,Z,n.a.
Smp_182620,27958538,SJC_S001141,Z,33,17,Z,n.a.
Smp_322560,27993432,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_244970,28005888,SJC_S008992,Z,29,13,Z,n.a.
Smp_244980,28051758,SJC_S001911,Z,34,15,Z,n.a.
Smp_343530,28094206,SJC_S001911,Z,34,15,Z,n.a.
Smp_037120,28125878,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_142150,28141948,SJC_S008309,Z,35,15,Z,n.a.
Smp_142160,28195482,SJC_S007963,Z,34,15,Z,n.a.
Smp_142170,28203637,SJC_S003725,Z,37,19,Z,n.a.
Smp_142180,28235351,SJC_S003725,Z,37,19,Z,n.a.
Smp_346070,28253621,SJC_S006804,Z,35,18,Z,n.a.
Smp_091210,28302028,SJC_S020781,Z,38,16,Z,n.a.
Smp_244960,28325501,SJC_S001346,Z,34,17,Z,n.a.
Smp_244950,28337191,SJC_S001346,Z,34,17,Z,n.a.
Smp_091190,28357303,SJC_S000441,Z,36,18,Z,n.a.
Smp_171940,28381108,SJC_S024373,Z,29,15,Z,n.a.
Smp_091170,28392436,SJC_S000441,Z,36,18,Z,n.a.
Smp_346060,28414931,SJC_S002923,Z,95,46,Z,n.a.
Smp_341540,28441811,SJC_S001697,Z,30,15,Z,n.a.
Smp_322570,28465838,SJC_S001697,Z,30,15,Z,n.a.
Smp_346050,28473335,SJC_S001697,Z,30,15,Z,n.a.
Smp_311580,28491391,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_322580,28508728,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.
Smp_315980,28522961,SJC_S000854,Z,33,22,Ambiguous,0.02331325
